"","job_title","Less_than_1_year","Four_Plus_years","Five_to_Nine_years","Ten_to_Nineteen_years","Twenty_plus_years"
"2512","Real Estate Broker",43443.21,49409.91,60343.2,63733.96,61190.09
"2513","Sales Manager, North America",48430.48,58322.1,79963.49,101326.92,102400.95
"2514","National Sales Director",65172.41,92561.87,101519.5,121028.37,130235.73
"2515","Warranty Manager",50330.4,50278.13,58285.11,63040.8,68852
"2516","Channel Sales Manager",59321.78,69163.26,78579.99,95698.84,112338.95
"2517","Senior Sales Associate",10.19,12.44,13.47,14.02,17.37
"2518","Sales Representative, Industrial Product",46268.23,50683,59179.5,64050.14,60678.22
"2519","Right of Way Agent",49913.53,57684.37,69045.36,76021.16,76631.26
"2520","Marketing Specialist",45276.64,50481.15,56644.3,61823.32,66880.25
"2521","Research Scientist",78191.29,79135.85,86066.26,90991.34,100560.64
"2522","Research Analyst",51764.66,56578.74,65494.06,70593.08,72159.33
"2523","Clinical Research Coordinator (CRC)",43031.11,49600.55,56979.15,61348.56,68674.64
"2524","Chemist",49153.01,54824.99,63764.28,70203.46,77558.77
"2525","Laboratory Manager",50524.85,59288.33,68956.6,79350.39,84078.04
"2526","Environmental Scientist",44236.02,50032.28,59985.71,70843.55,87170.2
"2527","Clinical Coordinator",17.89,22.35,27.36,26.57,33.91
"2528","Research Associate, Biotechnology",54109.11,60761.37,64875.41,67411.75,74542.08
"2529","Marketing Analyst",51208.8,56477.86,67854.9,71037.82,76793.88
"2530","Research Scientist, Biotechnology",83041.04,86625.81,90889.67,98055.05,98799.81
"2531","Business Development Associate",48459.96,53658.66,68273.27,62419.28,66968.04
"2532","Environmental Health & Safety (EHS) Specialist",51548.41,61533.44,69215.48,72487.67,74252.49
"2533","Senior Research Associate",63926.81,70191.29,75916.13,81795.74,86344.07
"2534","Senior Research Scientist, Biotechnology",98799.12,103110.86,108542.62,112053.49,118060.55
"2535","Clinical Research Associate (CRA)",57921.54,67923.49,76776.51,80253.85,84497.04
"2536","Medical Laboratory Scientist",24.32,25.41,27.73,29.74,32.85
"2537","Laboratory Assistant",14.99,15.58,16.94,18.04,18.47
"2538","Content Strategist",48268.98,56552.09,70620.36,85185.5,103225.71
"2539","Marketing Communications Specialist",43325.28,50285.91,56992.85,61517.14,64646.64
"2540","Clinical Laboratory Scientist",26.42,30.51,35.95,39.41,37.96
"2541","Pricing Analyst",52729.56,58239.43,64137,62050.7,73544.91
"2542","Social Media Specialist",39450.63,45237.29,51111.3,57325.12,60000
"2543","Clinical Therapist",42576.48,47404.43,53179.86,57451.89,60552.2
"2544","Psychologist",67862.43,73869.32,83868.85,91361.76,96421.44
"2545","Senior Research Scientist (Unspecified Type)",94734.97,99709.05,103539.34,109540.58,121676.5
"2546","Clinical Psychologist",70145.83,77416.18,85304.1,92147.6,102253.26
"2547","Postdoctoral Research Associate",51083.49,51351.13,51973.44,54372.48,51188.82
"2548","Product Analyst",61561.36,68464.32,74015.44,76295.77,78021.67
"2549","Analytical Chemist",48294.99,53359.25,62132.19,69749.89,82055.58
"2550","Staff Scientist",54144.98,67762.12,87249.74,101194.16,109382.91
"2551","Associate Research Scientist",59810.15,64251.36,71525.1,77356.04,79253.96
"2552","Research & Development (R&D) Manager",76430.9,81087.38,99718.64,111662.77,118147.94
"2553","Geologist",49234.5,54119.89,67155.29,79768.6,97140.83
"2554","Board Certified Behavior Analyst",58202.58,63138.35,67029.21,70435.74,69760.05
"2555","Chemical Laboratory Technician",16.98,18.17,21.2,22.74,25.35
"2556","Principal Scientist",94884.86,106610.74,120530.61,131508.1,136980.48
"2557","Sr. Marketing Specialist",64141.31,63517.14,68713.68,72096.93,73350.22
"2558","Sales Analyst",51252.98,57595.66,64240.54,66593.88,66035.98
"2559","Marketing Strategist",45963.36,55477.75,67160.51,76244.53,72217.9
"2560","Environmental Consultant",48189.84,54157.53,64704.09,78240.31,111910.13
"2561","Urban Planner",48178.89,54870.89,64380.44,77961.87,85122.01
"2562","Quality Assurance (QA) Associate",17.26,18.4,19.19,20.27,18.08
"2563","Environmental Specialist",43423.3,50912.84,64475.15,74447.04,90572.5
"2564","Researcher, Scientific",55019.68,58339.79,72665.31,83274.63,100330.15
"2565","Marketing Consultant",41484.23,55622.19,73494.33,86354.74,78364.46
"2566","Environmental Health & Safety (EHS) Coordinator",51747.05,56181.38,65432.21,65193.84,72590.66
"2567","Environmental Technician",15.15,15.84,14.73,17.36,17.88
"2568","School Psychologist",55893.12,58293.03,64787.95,75028.18,80519.63
"2569","Quality Analyst",51219.79,56104.27,62147.01,65168.03,67632.21
"2570","Research Coordinator",43635.45,48412.78,56111.84,61096.4,77031.74
"2571","Market Research Manager",57464.96,70715.03,85751.51,96121.85,107913.47
"2572","Microbiologist",43885.49,51303.51,59108.66,70960.13,69242.99
"2573","Research Director",53000,81470.21,99514.66,113269.4,122143.27
"2574","Research and Development (R&D) Lab Technician",17.47,18.37,20.72,22.95,26.16
"2575","Transportation Planner",53798.92,58655.56,66484.81,66708.79,71315.68
"2576","Quality Control Analyst",48769.84,54973.03,65835.22,64090.98,72385.15
"2577","Market Research Analyst",50220.15,55116.92,64527.36,76858.58,80286.54
"2578","Clinical Research Coordinator",44127.13,49049.74,53846.89,58974.86,62400
"2579","Food Scientist",56089.96,63094.7,73189.52,81621.44,87044.65
"2580","Product Specialist, (Unspecified Type)",51184.96,60602.79,68353.47,73816.88,77002.77
"2581","Senior Research Analyst",58887.56,65714.7,74504.8,88607.42,113208.52
"2582","Psychotherapist",47311.82,53431.8,59804.36,64112.54,66691.15
"2583","Quality Control (QC) Chemist",45669.13,50723.12,61291.35,68246.7,66629
"2584","Research & Development (R&D) Director",97862.21,115711.75,142483.78,149544.58,NA
"2585","Sr. Chemist",80748.41,76385.92,77733.61,82266.86,86610.96
"2586","Epidemiologist",54546.89,62196.68,77966.41,88905.08,94854.35
"2587","Behavior Therapist",16.39,17.51,20.09,21.62,24
"2588","Senior Clinical Research Associate (CRA)",73935.46,94577.41,104542.48,116978.35,122164.45
"2589","Senior Marketing Analyst",64632.52,73574.17,82037.27,86406.23,80884.45
"2590","Research Chemist",61278.05,62192.61,68861.93,79692.33,89234.47
"2591","Digital Marketing Analyst",46014.55,53151.81,63775.51,73000,NA
"2592","Economist",59978.56,72421.37,94805.57,98822.67,123387.44
"2593","Bioinformatics Scientist",87068.19,91050.58,105856.28,112262.77,121000
"2594","Staff Geologist",46513.57,53101.25,59570.82,75075.69,103000
"2595","Clinical Project Manager",66572.24,76951.92,90019.82,112018.84,134060.91
"2596","Behavior Analyst",57129.8,60621.7,66187.8,69999.15,70824.57
"2597","Environmental Manager",51521,65361.9,79657.48,92322.11,103229.17
"2598","Research Associate, Molecular Biology",49146.01,51672.7,55530.07,57111.04,72887.65
"2599","Sr. Pricing Analyst",64081.61,73347.68,82013.07,86626.48,88621.68
"2600","Laboratory Director",77227.35,76661.59,86187.81,100415.82,105775.46
"2601","Clinical Research Manager",67817.59,70347.29,77099.7,85229.89,88613.11
"2602","Product Marketing Specialist",55840.47,60329.8,70309.07,71507.74,75000
"2603","E-mail Marketing Specialist",45524.4,53351.6,60584.97,62400,NA
"2604","Project Manager, Environmental",47494.74,58009.93,70416.87,78966.08,90653.84
"2605","Product Development Scientist",63616.03,69021.97,79947.8,93788.03,97435.9
"2606","Senior Product Development Scientist",89665.76,93511.28,97139.23,106994.92,130258.95
"2607","Materials Scientist",77099.88,84159.16,95325.65,100953.97,120226.01
"2608","Digital Analyst",52151.57,61141.4,73816.17,84964.64,93989.36
"2609","Environmental Health & Safety (EHS) Technician",17.78,19.91,23.48,24.49,25
"2610","Infection Control Practitioner (ICP)",72873.12,75854.61,81276.5,86737.96,89333.92
"2611","Food Safety Manager",50753.65,61012.9,68477.96,75720.38,76025.5
"2612","Head Brewer",40384.68,44941.26,47506.11,56462.83,NA
"2613","Meteorologist",42623.3,49125.82,61703.53,63939.09,79310.64
"2614","Research & Development (R&D) Technician",17.28,18.53,22.09,24.96,34.1
"2615","Quality Control (QC) Associate",18.4,19.6,19,18.89,19.84
"2616","Marketing Data Analyst",51860.66,59398.19,65624.37,67409.55,57114.52
"2617","Senior Content Strategist",69353.93,82811.75,92499.29,97957.9,NA
"2618","Food Technologist",48712.23,57300.26,66747.33,66629.98,69634.27
"2619","Senior Researcher",80987.58,88102.47,99101.93,103195.21,102439.02
"2620","Case Manager",16.77,17.65,19.55,21.85,28.99
"2621","Social Worker",43225.17,46106.93,51952.3,56249.22,58335.22
"2622","Program Director, Non-Profit",47471.44,51011.7,59884.47,64977.29,66191.3
"2623","Licensed Clinical Social Worker (LCSW)",48779.24,53599.78,60388.43,65117.71,65498.81
"2624","Mental Health Therapist",41870.19,45348.92,50119.53,54149.26,54909.03
"2625","Registered Behavior Technician",16.01,16.99,17.96,18.81,20
"2626","Pastor",40385.46,44778.36,49043.67,53365.96,53484.55
"2627","Senior Pastor",40948.5,49570.03,57268.34,63847.14,68381.77
"2628","Mental Health Counselor",40281.47,42868.92,48069.5,50479.26,52733.53
"2629","Substance Abuse Counselor",16.34,17.34,19.27,20.71,20.48
"2630","Lead Pastor",49195.6,52105.92,59888.71,68113.19,74818.46
"2631","Licensed Professional Counselor",41373.38,46433.55,50714.89,54579.62,59788.75
"2632","Community Outreach Coordinator",38673.16,41827.84,49073.35,49474.07,51343.65
"2633","Social Worker (MSW)",44456.44,47986.17,50747.65,55361.84,61922.7
"2634","Case Manager, Social Services",36354.43,38877.06,41360.02,42575.19,47672.47
"2635","School Counselor",45775.87,47844.01,52518.67,57930.13,68410.22
"2636","Academic Advisor",39463.62,41571.93,45736.93,46596.15,51319.24
"2637","Youth Pastor",34731.03,36624.42,40501.51,47054.48,52115.93
"2638","Worship Pastor",35833.57,39601.61,45086.06,51793.69,56389.89
"2639","Medical Social Worker",49627.64,53626.79,59419.48,60938.75,67778.07
"2640","Social Services Director",44398.27,50578.92,57716.37,61696.51,69952.89
"2641","Mental Health Clinician",43704.2,48112.38,53102.25,54694.15,56823.08
"2642","Children's Pastor",30826.84,37049.85,39967.03,44916.13,49187.28
"2643","Chaplain",45204.6,49574.7,53131.62,54522.61,55007.45
"2644","Associate Pastor",41614.61,45090.11,49392.29,53503.07,56897.53
"2645","Educator",39199.75,41474.37,48806.15,54628.35,63347.07
"2646","Licensed Mental Health Counselor",40475.58,47513.69,51734.27,54743.78,56388.72
"2647","Licensed Social Worker",47694.16,49415.09,51047.85,54378.6,61749.67
"2648","Student Services Coordinator",39631.58,40821.68,45474.68,47803.02,48010.86
"2649","Employment Specialist",15.04,16.59,18.46,17.1,19.47
"2650","Mental Health Case Manager",16.42,17.23,18.08,18.5,20
"2651","Marriage / Family Therapist",45845.87,48234.22,56468.24,58898.42,67249.17
"2652","Clinical Social Worker",48788.86,52295.9,56981.31,64241.28,69039.35
"2653","School Social Worker",45210.07,47405.45,51004.19,55228.2,60275.86
"2654","Admissions Counselor",35837.23,38220.98,43303.13,46425.96,43745.54
"2655","Job Coach",13.74,14.39,15.52,16.06,15.87
"2656","Health Educator",38626.24,44110.78,50875.44,54164.21,58461.54
"2657","Certified Diabetes Educator (CDE)",30.03,29.7,32.9,34.15,37.27
"2658","Intake Specialist",14.65,15.59,16.58,17.38,18
"2659","Victim Advocate",15.41,16.1,16.56,18.89,19
"2660","Career Counselor",43146,44798.79,48616.76,51725.86,53899.03
"2661","Children's Ministry Director",27414.68,31181.67,35341.71,39802.14,39493.85
"2662","Community Health Worker",15.92,16.78,18.31,18.4,18.38
"2663","Certified Peer Specialist",13.05,14.24,15.09,14.99,16.1
"2664","Behavior Specialist",16.62,17.63,17.95,19.67,21.47
"2665","Probation Officer",38788.27,39965.29,45636.17,50861.01,60608.38
"2666","Peer Support Specialist",13.07,13.57,15.02,15.67,16.71
"2667","Children's Minister",30000,33410.12,41034.46,43727.33,42148.55
"2668","Academic Advisor (College/University)",39756.77,42247.06,45563.45,49207.68,57000
"2669","Certified Addiction Drug and Alcohol Counselor",15.32,17.32,19.41,19.87,22.3
"2670","Mental Health Worker",14.39,14.97,15.88,15.84,17.9
"2671","Admissions Counselor (College/University)",36140.49,40376.48,47388.97,50609.73,56339.56
"2672","Career Advisor",40592.27,43533.26,48406.15,50066.7,56495.58
"2673","Life Coach",24.66,29.02,33.55,61.04,57.93
"2674","Family Advocate",14.49,15.09,16.07,16.43,18.53
"2675","Hospice Chaplain",22.71,23.25,25.03,25.19,25.91
"2676","Medical Science Liaison",126697.31,136226.6,142907.22,156563.03,158233.44
"2677","Community Relations Manager",48281.96,55518.96,62551.97,65108.25,68944.59
"2678","Minister",38783.2,43957.52,50055.48,53799.51,60389.15
"2679","Residential Counselor",14.09,14.36,14.97,14.61,14.88
"2680","Executive Pastor",51488.66,55563.69,63803.58,72725.11,76925.51
"2681","Social Worker, Hospice",44943.49,51304.69,56241.33,57580.24,61384.09
"2682","Licensed Marriage and Family Therapist",49466.28,53947.75,58801.44,62602.41,68885.1
"2683","Youth Minister",35229.39,35457.85,39087.21,46130.77,39677.13
"2684","Assistant Director, Career Services",45996.58,49858.83,56258.18,59041.7,66523.91
"2685","Intervention Specialist",35165.12,39265.21,44886,46339,56368.05
"2686","High School Registrar",35166.93,36418.83,36520.58,38928.54,41373.77
"2687","Admissions Representative",36779.81,39933.01,45335.51,50138.85,51204.25
"2688","Recovery Support Specialist",14.04,14.58,15.74,16.91,18
"2689","College Career Counselor",41655.61,45945.1,53314.25,61801.68,66128.71
"2690","Crisis Counselor",15.67,17.35,18.26,18,21.84
"2691","Mental Health Specialist",15.19,15.88,17.56,21.13,21.9
"2692","Family Support Worker",14.17,15.28,15.92,16.21,19.81
"2693","Family Service Worker",14.75,15.54,17.29,17.03,15.96
"2694","Medical Case Manager",40464.29,46670.49,51114.83,63345.71,75664.86
"2695","Addiction Counselor",16.27,17.91,19.66,20.98,20.82
"2696","Vocational Rehabilitation Counselor",43898.21,46169.84,50192.89,56442.35,66967
"2697","Community Organizer",37933.92,40556.35,46775.61,52976.83,58000
"2698","Grant Coordinator",42544.84,45661.26,54108,54365.72,53588.43
"2699","Chemical Dependency Counselor",15.19,16.52,19.18,20.74,20.35
"2700","Licensed Clinical Professional Counselor",45774.8,48453.09,49259.13,60188.33,58758.94
"2701","Student Advisor",39827.72,43143.56,45213.88,48421.75,50000
"2702","Social Work Supervisor",43716.88,54002.63,56617.07,62992.89,69530.33
"2703","Early Intervention Specialist",18.25,18.66,19.49,24.78,30
"2704","Social Worker (BSW)",36928.61,39258.63,41992.33,47181.2,57998
"2705","Alcohol and Drug Addiction Counselor",15.51,17.74,19.52,20.64,19
"2706","Youth Worker",12.81,13.59,13.13,15.11,17.08
"2707","Youth Director (Church)",30567.96,34435.75,38620.06,41764.38,45500
"2708","Director, Volunteer Services",43718.02,49665.07,53864.05,60360.27,64862.53
"2709","Community Relations Coordinator",37493.33,44201.33,49419.71,50838.85,52812.45
"2710","Community Support Specialist",14.44,14.66,15.82,15.81,14.53
"2711","Director, Music Ministry",31100,30004.13,35778.28,34620.79,NA
"2712","Admissions Advisor (College/University)",41298.59,43818.07,50319,55498.72,55000
"2713","Child Life Specialist (CCLS)",18.89,19.24,23.07,27.08,30.5
"2714","Qualified Intellectual Disability Professional (QIDP)",36062.56,38284.4,40757.91,42187.4,41579.36
"2715","Case Manager Supervisor",49152.14,48642.79,48675.44,55689.14,74865.07
"2716","Guidance Counselor",44768.29,50499.28,52452.22,61550.07,66405.09
"2717","Community Support Worker",14,15.02,15,14.64,19
"2718","Associate Director, Career Services",52795.86,59272,63676.74,66830.93,71553.54
"2719","Child, Family, or School Social Worker",40317.34,42244.03,45811.21,44353.47,42906.98
"2720","Logistics Supervisor",51606.75,54471.18,59438.91,62198.62,62453.06
"2721","Delivery Driver",13.41,14.65,16.43,18.21,20.1
"2722","Warehouse Manager",46485.79,50377.07,54796.7,59420.74,64559.4
"2723","Forklift Operator",14.14,14.66,15.3,15.85,16.78
"2724","Heavy / Tractor-Trailer Truck Driver",18.94,19.83,20.55,21.08,22.13
"2725","Warehouse Worker",13.72,14.21,15.26,15.99,16.96
"2726","Warehouse Associate",14.69,14.79,15.2,15.55,16.97
"2727","Material Handler",14.33,14.82,16.05,16.69,17.59
"2728","Package Handler",13.76,14.04,15.02,16.22,19
"2729","Supply Chain Analyst",58015,61101.6,67514.18,67699.01,66000.27
"2730","Route Driver",16.11,17.12,18.6,19.86,21.17
"2731","Forklift Driver",14,14.64,15.31,15.86,16.8
"2732","Bus Driver",15.57,16.1,16.81,18.07,18.37
"2733","Bus Driver, School",15.96,16.51,17.31,18.75,19.93
"2734","Commercial Truck Driver",18.54,19.49,19.92,20.61,21.73
"2735","Yard Foreman",13.88,16.59,18.5,18.13,19.22
"2736","Crane Operator",19.11,21.63,25.29,27.92,30.39
"2737","Supply Chain Planner",57318.12,63237.9,69707.57,72808.99,76768.87
"2738","Warehouse Material Handler",14.08,15.01,16.01,16.65,17.41
"2739","Supply Chain Specialist",53963.05,58438.28,65255.27,65190.88,70924.2
"2740","Transportation Manager",54789.67,58273.93,66138.53,71433.06,72950.6
"2741","Fleet Manager",47452.59,56731.29,61707.44,68373.92,70306.16
"2742","Automobile Detailer",11.14,11.93,13.32,14.38,15.08
"2743","Logistics Analyst",52449.7,55758.06,62518.66,68834.88,75027.85
"2744","Packer",12.68,13,13.84,14.39,13.68
"2745","Fuel Tanker Driver",19.98,20.56,21.84,22.83,23.24
"2746","Light Or Delivery Services Truck Driver",15.36,15.84,16.76,18.68,18.46
"2747","Shipping Manager",14.62,16,17.63,19.12,19.86
"2748","Concrete Mixer Truck Driver",17.51,18.85,20.62,20.54,21.54
"2749","Dump Truck Driver",17.54,18.23,19.33,19.06,20.05
"2750","Shipping & Receiving Supervisor",14.6,15.93,17.35,18.23,18.28
"2751","Transportation Supervisor",50195.4,50644.19,57379.76,58713.74,61749.1
"2752","OTR Truck Driver",49162.82,52070.66,59506.79,57793.91,61949.52
"2753","Van Driver",11.93,12.91,14.06,14.07,15.34
"2754","Loader",13.38,14.07,16.35,17.89,17.56
"2755","Shipping Supervisor",16.01,17.14,18.5,19.84,20.29
"2756","Heavy Truck Driver",16.67,18.16,19.96,19.7,21.48
"2757","Shipping Coordinator",15.37,16.24,17.13,17.8,19.06
"2758","Sanitation Worker",13.13,13.8,15.07,16.35,17.63
"2759","Aircraft Pilot, Corporate Jet",67407.41,77403.46,90426.52,103942.22,112502.49
"2760","Shipping and Receiving Manager",16.36,18.15,18.82,20.3,NA
"2761","Senior Supply Chain Analyst",70076.98,74176.34,80508.63,85262.63,90562.81
"2762","Tanker Truck Driver",19.58,20.2,20.71,21.42,22.64
"2763","Warehouse Coordinator",15.48,16.44,17.7,18.59,18.68
"2764","Bus Operator",15.9,18.96,21.27,23.74,24.13
"2765","Garbage Truck Driver",17.38,18.48,19.39,20.45,21.9
"2766","Laborer, Freight, Stock, Material Mover, Hand",12.29,12.58,14.79,15.05,17.07
"2767","Terminal Manager",64265.26,65190.52,69469.92,71533.95,76457.42
"2768","Transportation Coordinator",15.68,16.66,16.97,17.76,20.89
"2769","Bagger",9.23,9.61,9.22,10.04,13.6
"2770","Excavator Operator",16.48,18.11,20.1,21.85,24.78
"2771","Front End Loader Operator",14.52,15.73,17.41,17.83,20.16
"2772","Pizza Delivery Driver",8.32,8.51,8.93,8.26,11
"2773","Bus Driver, Transit and Intercity",14.93,15.86,17.55,17.95,20.85
"2774","Dock Worker",15.37,16.48,17.71,17.21,19.51
"2775","Mover",12.88,14.13,15.03,15.34,16.72
"2776","Shuttle Driver",12.04,13.11,13.4,14.54,16.21
"2777","Fuel Truck Driver",18.62,19.62,21.44,21.28,21.14
"2778","Warehouse Laborer",13.13,13.42,13.89,14.29,19
